TOKEN	L1_PRIM	L1_SEC	L2_PRIM	L2_SEC	L3_PRIM	L3_SEC
ya	0	0	0	0	0	0
tsela	1	0	0	0	0	0
ya	0	0	0	0	0	0
botlhe	0	0	0	0	0	1
e	0	0	0	0	0	0
beetswe	0	0	0	1	0	1
thoko.	0	0	0	0	0	1

Go	0	0	0	0	0	0
dirisiwa	0	0	0	0	0	1
ke	0	0	0	1	0	0
dirori	1	0	0	0	0	0
tsa	0	0	0	0	0	0
dithoto	0	0	0	0	0	0
fela.	0	0	1	0	1	0

Taolelo	0	0	0	0	0	1
e	0	0	0	1	0	0
tshwanetse	0	0	0	1	0	0
gape	0	0	0	1	0	1
go	0	0	0	0	0	0
tlhalosa	0	0	0	0	1	0
ka	0	0	0	0	0	0
botlalo	0	0	1	0	0	1
gore	0	0	0	0	0	0
go	1	0	0	0	0	0
tla	0	0	0	0	0	0
diragala	0	0	0	0	0	0
eng.	0	0	0	0	0	1

Fa	0	0	0	0	0	0
dilo	0	0	0	0	0	1
di	0	0	0	0	0	0
sa	0	0	1	0	0	0
tsamaye	1	0	0	0	0	0
jaaka	0	0	0	0	1	0
go	0	0	0	0	0	0
rulagantswe.	0	0	0	0	0	1

Go	0	0	0	1	0	0
na	0	0	0	1	0	0
le	0	0	0	1	0	0
tlamelo	0	0	1	0	1	0
ya	0	0	0	0	0	0
go	1	0	0	0	0	0
rebolwa	0	0	0	0	0	1
ga	0	0	0	0	0	0
dipegelo	0	0	0	0	0	0
tsa	0	0	0	0	0	1
kgololo.	0	0	0	0	0	0

Ke	0	0	0	0	0	0
ditheo	0	0	1	0	1	0
tsa	0	0	0	0	0	0
boitekanelo	0	0	0	0	0	0
le	0	0	0	0	0	0
ditlhokego	0	0	0	0	0	1
tsa	1	0	0	0	0	0
tumelelo	0	0	0	0	0	0
ka	0	0	0	0	0	0
kitso.	0	0	0	0	0	0

Motlhankedi	0	0	0	1	1	0
yo	0	0	0	0	0	0
o	0	0	0	0	0	0
tshwereng	0	0	1	0	0	0
marapo	1	0	0	0	0	1
o	0	0	0	0	0	0
tshwanetse	0	0	0	0	0	0
go	0	0	0	0	0	0
fa	0	0	0	0	0	1
mabaka	0	0	0	0	0	0
a	0	0	0	0	0	0
kaelo.	0	0	0	0	0	1

epe	0	0	0	1	1	0
e	0	0	0	0	0	0
e	1	0	0	0	0	0
umakilweng	0	0	0	0	0	0
mo	0	0	0	0	0	0
temaneng	0	0	1	0	0	0
ya	0	0	0	0	0	0
ntlha	0	0	0	0	0	1
kgotsa	0	0	0	0	0	0
ya	0	0	0	0	0	0
bobedi.	0	0	0	0	0	0

Maphuka	0	0	0	0	0	0
a	0	0	0	0	0	0
yona	0	0	0	0	0	1
a	1	0	0	1	0	0
a	0	0	0	1	0	0
tsholeditsweng	0	0	0	0	1	0
ke	0	0	0	0	0	0
sekano	0	0	1	0	0	0
sa	0	0	0	0	0	0
go	0	0	0	0	0	0
ntsifala	0	0	0	0	0	1
ga	0	0	0	0	0	0
sethaba.	0	0	0	0	0	0

Fa	0	0	0	1	0	1
ka	0	0	0	0	0	0
nako	0	0	0	0	0	0
e	1	0	0	0	0	0
le	0	0	0	0	0	0
nngwe	0	0	1	0	1	0
e	0	0	0	0	0	0
re	0	0	0	0	0	0
naya	0	0	0	0	0	0
tshireletsego.	0	0	0	0	0	1

Monyenyo	0	0	0	0	1	0
wa	0	0	0	0	0	0
gagwe	0	0	0	0	0	1
fa	0	0	0	0	0	0
a	0	0	0	0	0	0
nteba	0	0	1	0	0	1
o	0	0	0	1	0	0
ne	0	0	0	1	0	0
o	1	0	0	1	0	0
tlhaolosa	0	0	0	0	0	1
pelo	0	0	0	0	0	0
ya	0	0	0	0	0	0
me.	0	0	0	0	0	0

Mme	0	0	0	0	0	1
lentswe	1	0	0	0	0	0
la	0	0	0	0	0	0
gagwe	0	0	0	0	0	0
lona	0	0	0	0	1	0
le	0	0	0	0	0	0
roba	0	0	0	1	0	1
motho	0	0	1	0	0	0
ditokololo	0	0	0	0	0	0
fa	0	0	0	0	0	0
a	0	0	0	0	0	0
bua.	0	0	0	0	0	0

o	0	0	0	0	0	0
ka	0	0	0	0	0	0
tlaila	0	0	0	0	1	0
fa	0	0	0	0	0	0
o	0	0	0	0	0	0
opela	0	0	0	0	0	1
gongwe	0	0	0	0	0	0
wa	0	0	0	0	0	0
kgweetsa	0	0	0	0	0	1
sejanaga	0	0	0	0	0	0
sa	0	0	0	0	0	0
gago	0	0	0	0	0	0
ka	1	0	0	0	0	0
fa	0	0	0	0	0	0
letlhakoreng	0	0	0	0	0	0
le	0	0	0	1	0	0
le	0	0	0	1	0	0
sa	0	0	1	0	0	0
siamang.	0	0	0	0	0	0

Mo	0	0	0	0	0	0
tseleng	1	0	0	1	0	0
fa	0	0	0	0	0	1
o	0	0	0	0	0	0
batla.	0	0	1	0	1	0

Gore	0	0	0	0	0	0
re	0	0	0	0	0	0
nna	0	0	0	1	0	0
tlhaga	0	0	0	1	1	0
jang	0	0	0	0	0	1
mo	0	0	0	0	0	0
seabeng	1	0	1	0	0	0
sa	0	0	0	0	0	0
go	0	0	0	0	0	0
tsaya	0	0	0	0	0	1
ditshwetso.	0	0	0	0	0	0

go	0	0	0	0	0	0
susumetsa	0	0	0	0	0	0
ka	0	0	0	0	1	0
moo	0	0	0	0	0	1
re	0	0	0	0	0	0
itemogelang	0	0	1	0	0	0
matshelo	0	0	0	0	0	1
a	0	0	0	0	0	0
rona	0	0	0	0	0	0
ka	1	0	0	0	0	0
gona.	0	0	0	0	0	0

Gakologelwa	0	0	0	1	0	0
gore	0	0	0	0	0	0
lefelo	0	0	0	0	0	0
la	0	0	0	0	0	0
ntlha	0	0	1	0	1	0
le	0	0	0	0	0	0
o	0	0	0	0	0	0
tshwanetseng	0	0	0	0	0	0
go	1	0	0	0	0	0
ya	0	0	0	0	0	0
kwa	0	0	0	0	0	1
go	0	0	0	0	0	0
lona.	0	0	0	0	0	1

ke	0	0	0	0	0	0
la	0	0	0	0	0	0
motlamedi	0	0	0	1	1	0
wa	0	0	0	0	0	0
motlakase	0	0	0	0	0	1
wa	1	0	0	0	0	0
gago	0	0	1	0	0	1
wa	0	0	0	0	0	0
selegae.	0	0	0	0	0	0

Ngwana	0	0	0	1	0	1
mongwe	0	0	0	0	0	0
le	0	0	0	0	0	0
mongwe	0	0	0	0	0	0
o	0	0	0	0	0	0
tshwanetswe	0	0	1	0	0	1
go	0	0	0	0	0	0
tsholwa	0	0	0	0	0	0
ka	0	0	0	0	0	0
mokgwa	0	0	0	0	0	1
o	1	0	0	0	0	0
o	0	0	0	0	0	0
akanyang.	0	0	0	0	1	0

ka	0	0	0	0	0	0
ga	0	0	0	0	0	0
boleng	1	0	0	0	0	1
jwa	0	0	0	0	0	0
setso	0	0	1	0	1	0
le	0	0	0	0	0	0
ditumelo	0	0	0	0	0	0
tsa	0	0	0	0	0	1
gagwe.	0	0	0	0	0	0

Ntlha	0	0	0	1	1	0
ya	0	0	0	0	0	0
gore	0	0	0	0	0	0
ke	0	0	0	0	0	0
tirego	0	0	0	0	0	0
e	1	0	0	0	0	1
e	0	0	0	0	0	0
tshwanang	0	0	0	0	0	0
e	0	0	0	0	0	0
le	0	0	0	0	0	0
esi.	0	0	1	0	0	1

ka	0	0	0	0	0	0
makete	0	0	0	0	0	0
a	0	0	0	0	0	0
gore	0	0	0	0	0	1
e	0	0	0	1	0	0
e	0	0	0	1	0	0
dira	0	0	0	0	0	0
gore	0	0	0	0	0	0
e	0	0	0	0	0	0
nne	0	0	0	0	0	1
e	0	0	0	1	0	0
e	1	0	0	1	0	0
gwetlhang	0	0	1	0	0	0
thata	0	0	0	0	1	0
mo	0	0	0	0	0	0
lefapheng.	0	0	0	0	0	1

Tona	0	0	0	1	1	0
le	0	0	0	1	0	0
batlhankedi	0	0	0	0	0	1
ba	0	0	0	0	0	0
bangwe	0	0	0	0	0	1
ba	1	0	0	0	0	0
ne	0	0	0	0	0	0
ba	0	0	0	0	0	0
tsaya	0	0	0	0	0	0
loeto	0	0	1	0	0	0
lwa	0	0	0	0	0	0
thuto.	0	0	0	0	0	1

go	0	0	0	0	0	0
ela	0	0	0	0	0	0
tlhoko	0	0	1	0	1	0
tsamaiso	0	0	0	0	0	0
ya	0	0	0	0	0	0
dingwao	1	0	0	0	0	0
kwa	0	0	0	1	0	0
India	0	0	0	0	0	1
le	0	0	0	0	0	0
Botswana.	0	0	0	0	0	1

Le	0	0	0	0	0	0
tsibosa	1	0	1	0	1	0
modirisi	0	0	0	0	0	0
wa	0	0	0	0	0	0
tsela.	0	0	0	0	0	1

ka	0	0	0	0	0	0
kago	0	0	0	0	0	0
e	0	0	0	0	0	0
e	0	0	0	0	0	0
kwa	0	0	0	0	0	0
godimo	0	0	0	0	0	0
e	1	0	0	0	0	0
e	0	0	0	0	0	0
nang	0	0	0	0	0	1
le	0	0	0	0	0	0
tekanyetso	0	0	0	0	0	0
ya	0	0	0	0	0	0
bogodimo	0	0	0	0	0	0
jaaka	0	0	1	0	1	0
go	0	0	0	0	0	0
kailwe	0	0	0	1	0	1
mo	0	0	0	0	0	0
letshwaong.	0	0	0	0	0	1

Bathapi	0	0	0	1	0	1
ba	0	0	0	0	0	0
tlhopha	0	0	0	0	1	0
barutwana	0	0	0	0	0	0
go	1	0	0	0	0	0
tswa	0	0	1	0	0	1
go	0	0	0	0	0	0
badiri	0	0	0	0	0	0
ba	0	0	0	0	0	0
bona.	0	0	0	0	0	0

kgotsa	0	0	0	1	0	0
ba	0	0	0	0	0	0
ka	0	0	0	0	0	1
tlhopha	0	0	0	0	1	0
ba	1	0	0	0	0	0
ba	0	0	0	0	0	0
sa	0	0	1	0	0	0
direng	0	0	0	0	0	0
go	0	0	0	0	0	0
tsenela	0	0	0	0	0	0
lenaanekatiso.	0	0	0	0	0	1

Tseo	0	0	0	0	0	1
ya	0	0	0	0	0	0
go	1	0	0	0	0	0
se	0	0	0	0	0	0
na	0	0	0	0	0	0
molato	0	0	0	0	0	1
e	0	0	0	1	0	0
tsamaelana	0	0	0	0	0	0
le	0	0	0	0	0	0
tshwanelo	0	0	1	0	1	0
kgatlhanong	0	0	0	0	0	1
le	0	0	0	0	0	0
go	0	0	0	0	0	0
itshwarisa.	0	0	0	0	0	0

ka	0	0	0	0	0	0
nosi	0	0	1	0	0	1
le	0	0	0	0	0	0
tshwanelo	1	0	0	0	1	0
mo	0	0	0	0	0	0
go	0	0	0	0	0	0
didimaleng.	0	0	0	0	0	0

Ba	0	0	0	1	0	0
ntse	0	0	0	1	0	1
ba	0	0	0	0	0	0
ka	0	0	0	0	0	0
simolola	0	0	0	0	0	0
go	0	0	0	0	0	0
dirisa	1	0	0	0	0	0
botlhaswa	0	0	1	0	1	0
dino	0	0	0	0	0	0
tse	0	0	0	1	0	0
di	0	0	0	1	0	0
tagang	0	0	0	0	0	1
le	0	0	0	0	0	0
diritibatsi.	0	0	0	0	0	0

go	0	0	0	0	0	0
leka	0	0	1	0	0	0
go	0	0	0	0	0	0
okobatsa	1	0	0	0	0	0
matshwenyego	0	0	0	0	1	0
a	0	0	0	0	0	0
bona.	0	0	0	0	0	1

Ka	0	0	0	0	0	0
go	0	0	0	0	0	0
buisa	0	0	0	0	0	1
le	0	0	1	0	0	0
go	0	0	0	0	0	0
lebelela	1	0	0	0	0	0
baithuti.	0	0	0	0	1	0

Ba	0	0	0	1	0	0
batlisisa	0	0	0	1	0	0
le	0	0	0	0	0	0
go	0	0	0	0	0	0
tsaya	0	0	0	0	1	0
tshwetso	1	0	0	0	0	1
ka	0	0	0	0	0	0
botsalano	0	0	0	0	0	0
jwa	0	0	0	0	0	1
seemo	0	0	0	0	0	0
sa	0	0	0	0	0	0
bona	0	0	0	0	0	1
le	0	0	0	1	0	0
batho	0	0	0	1	0	0
bangwe.	0	0	1	0	0	0

Nngwe	0	0	0	0	0	0
ya	0	0	0	0	0	0
maikaelelo	1	0	1	0	1	0
a	0	0	0	0	0	0
bone	0	0	0	0	0	1
ke	0	0	0	1	0	0
go	0	0	0	1	0	0
netefatsa.	0	0	0	0	0	1

gore	0	0	0	0	0	0
diintaseteri	0	0	0	0	0	0
tse	0	0	0	0	0	0
di,	0	0	0	0	0	1
ke	0	0	0	0	0	0
mafelo	0	0	0	0	0	0
a	0	0	0	1	0	0
a	1	0	1	0	0	0
babalesegileng	0	0	0	0	1	0
le	0	0	0	0	0	0
a	0	0	0	1	0	0
a	0	0	0	1	0	0
itekanetseng.	0	0	0	0	0	0

Thoba	0	0	0	1	0	1
ya	0	0	0	0	0	0
phatlha	0	0	0	0	1	0
e	1	0	0	1	0	0
e	0	0	1	0	0	0
fetang	0	0	0	1	0	0
e	0	0	0	0	0	0
e	0	0	0	0	0	0
tlwaelegileng.	0	0	0	0	0	0

Kgotsa	0	0	0	0	0	0
thoba	0	0	0	0	0	1
ya	0	0	0	0	0	0
phatlha	0	0	0	0	1	0
e	0	0	0	1	0	0
e	1	0	1	0	0	0
kgabaganyang	0	0	0	0	0	1
e	0	0	0	0	0	0
ka	0	0	0	0	0	0
thusa	0	0	0	0	0	1
gore	0	0	0	0	0	0
mašwi	0	0	0	0	0	0
a	0	0	0	0	0	0
elele.	0	0	0	0	0	0

Batsamaya	0	0	0	0	0	0
ka	0	0	0	0	0	0
dinao	0	0	0	0	0	0
ba	0	0	0	0	0	0
le	0	0	0	0	0	0
bantsi	0	0	1	0	0	1
ba	1	0	0	0	0	0
ba	0	0	0	0	0	0
bolawang	0	0	0	0	1	0
mo	0	0	0	0	0	0
dikotsing	0	0	0	0	0	1
tsa	0	0	0	0	0	0
pharakano.	0	0	0	0	0	0

Ba	0	0	0	0	0	0
ka	0	0	0	1	0	0
fa	0	0	0	1	0	0
tlase	0	0	1	0	1	0
ga	0	0	0	0	0	0
tlhotlheletso	1	0	0	0	0	1
ya	0	0	0	0	0	0
nnotagi.	0	0	0	0	0	0

Seno	0	0	0	0	0	1
se	0	0	0	0	0	0
kaya	0	0	0	0	0	0
gore	0	0	0	0	0	1
ba	0	0	0	1	1	0
fitlhelela	0	0	0	1	0	0
ditirelo	1	0	0	0	0	0
tse	0	0	0	0	0	0
di	0	0	0	0	0	0
sa	0	0	1	0	0	0
duelelweng.	0	0	0	0	0	0

Tse	0	0	0	0	0	0
di	0	0	0	0	0	0
tlamelwang	0	0	0	0	1	0
ke	0	0	0	0	0	0
makgotlatoropo	1	0	0	0	0	0
a	0	0	0	0	0	0
kwa	0	0	0	0	0	1
ba	0	0	1	0	0	0
leng	0	0	0	0	0	0
gona.	0	0	0	0	0	1

Teramakhutshwe	0	0	0	1	0	1
e	0	0	0	0	0	0
na	0	0	0	0	0	0
le	0	0	0	0	0	0
diponagalo	1	0	0	0	0	0
tse	0	0	0	0	0	1
e	0	0	0	0	0	0
leng	0	0	0	0	0	0
tsa	0	0	0	0	1	0
yona	0	0	0	0	0	1
tse	0	0	0	0	0	0
di	0	0	0	0	0	0
e	0	0	0	0	0	0
tlhaolang.	0	0	1	0	0	0

Mo	0	0	0	0	0	1
makaleng	0	0	0	0	0	1
a	0	0	0	0	0	0
mangwe	0	0	0	0	0	0
a	0	0	0	1	0	0
a	1	0	0	1	0	0
kailweng	0	0	1	0	1	0
fa	0	0	0	0	0	0
godimo.	0	0	0	0	0	0

Fa	0	0	0	0	0	0
botlhole	1	0	1	0	0	1
bo	0	0	0	0	0	0
seng	0	0	0	1	0	0
bontsi	0	0	0	1	1	0
setoto	0	0	0	0	0	1
le	0	0	0	0	0	0
dithwe	0	0	0	0	0	1
di	0	0	0	0	0	0
ka	0	0	0	0	0	0
rebolwa.	0	0	0	0	0	0

ka	0	0	0	0	0	0
maemo	0	0	0	0	0	0
a	0	0	0	0	0	0
gore	0	0	0	0	0	1
se	0	0	0	1	0	0
ya	0	0	0	1	0	0
kalafing	1	0	0	0	0	0
jaaka	0	0	1	0	1	0
go	0	0	0	0	0	0
tlhalosiwa	0	0	0	0	0	0
fa	0	0	0	0	0	1
tlase.	0	0	0	0	0	0

Wena	0	0	0	1	0	1
kgotsa	0	0	1	0	0	0
mothapi	1	0	0	0	1	0
wa	0	0	0	0	0	0
gago	0	0	0	0	0	0
a	0	0	0	0	0	0
ka	0	0	0	0	0	1
simolola	0	0	0	0	0	0
tholotiro	0	0	0	0	0	0
ya	0	0	0	0	0	0
bolwetse.	0	0	0	0	0	0

Fa	0	0	0	0	0	0
go	0	0	0	0	0	0
ka	0	0	0	0	0	0
belaelwa	1	0	0	0	1	0
gore	0	0	0	0	0	1
o	0	0	0	1	0	0
retelelwa	0	0	1	0	0	0
leruri	0	0	0	0	0	1
ke	0	0	0	0	0	0
go	0	0	0	0	0	0
dira.	0	0	0	0	0	0

Se	0	0	0	1	0	1
se	0	0	0	0	0	0
akaretsa	0	0	0	0	0	0
go	0	0	0	0	0	0
boela	0	0	0	0	0	1
kwa	0	0	0	1	0	0
ngakeng	1	0	0	0	1	0
ya	0	0	0	0	0	0
gago	0	0	0	0	0	0
gore	0	0	0	0	0	0
e	0	0	0	0	0	0
tlatse	0	0	0	0	0	1
pegelo	0	0	0	0	0	0
e	0	0	0	0	0	0
e	0	0	0	0	0	0
tlhokegang.	0	0	1	0	0	0

E	0	0	0	1	0	0
e	0	0	0	1	0	0
leng	0	0	1	0	0	1
karolo	1	0	0	0	0	1
ya	0	0	0	0	0	0
diforomo	0	0	0	0	0	0
tsa	0	0	0	0	0	0
kopo.	0	0	0	0	1	0

Go	0	0	0	0	0	0
tlosa	0	0	0	0	1	0
gongwe	0	0	1	0	0	0
go	1	0	0	0	0	0
rulaganya.	0	0	0	0	0	1

Go	0	0	0	0	0	0
tlosa	0	0	0	0	0	1
sekgoreletsi	1	0	0	0	0	0
sepe	0	0	0	0	1	0
fela	0	0	0	0	0	1
se	0	0	0	0	0	0
se	0	0	0	0	0	0
beilweng	0	0	0	0	0	1
e	0	0	0	1	0	0
seng	0	0	1	0	0	1
ka	0	0	0	0	0	0
fa	0	0	0	0	0	0
molaong	0	0	0	0	0	1
mo	0	0	0	0	0	0
moeding	0	0	0	0	0	0
wa	0	0	0	0	0	0
metsi.	0	0	0	0	0	0

Mo	0	0	0	1	0	1
tseleng	0	0	0	0	0	0
nngwe	0	0	0	0	0	0
le	0	0	0	0	0	0
nngwe	1	0	0	0	0	0
ya	0	0	0	0	0	0
botlhe	0	0	0	0	0	1
foo	0	0	0	1	0	1
go	0	0	0	0	0	0
phaka	0	0	0	0	1	0
serori	0	0	0	0	0	0
go	0	0	0	0	0	0
ka	0	0	1	0	0	0
bakang	0	0	0	0	0	0
kotsi.	0	0	0	0	0	0

Go	0	0	0	0	0	0
wena	0	0	0	0	1	0
gongwe	0	0	1	0	0	0
modirisi	1	0	0	0	0	0
yo	0	0	0	0	0	1
mongwe	0	0	0	0	0	0
wa	0	0	0	0	0	0
tsela.	0	0	0	0	0	0

Go	0	0	0	1	0	0
nna	0	0	0	1	0	0
le	0	0	0	0	0	0
seabe	0	0	0	0	0	0
mo	0	0	0	0	0	1
tlhabololong	0	0	1	0	1	0
ya	0	0	0	0	0	0
moithuti	0	0	0	0	0	1
mongwe	0	0	0	0	0	0
le	0	0	0	0	0	0
mongwe.	1	0	0	0	0	0

Gammogo	0	0	1	0	0	0
le	0	0	0	0	0	0
ya	0	0	0	0	0	0
tlhabololo	1	0	0	0	1	0
ya	0	0	0	0	0	0
loago	0	0	0	0	0	1
le	0	0	0	1	0	0
ikonomi	0	0	0	0	0	0
ya	0	0	0	0	0	0
setšhaba.	0	0	0	0	0	1

Baagi	0	0	0	0	0	0
botlhe	0	0	1	0	0	1
ba	0	0	0	0	0	0
kgona	0	0	0	0	0	0
le	0	0	0	0	0	0
go	0	0	0	0	0	0
nna	0	0	0	0	0	0
le	1	0	0	0	0	0
tshwanelo	0	0	0	0	1	0
le	0	0	0	0	0	0
tiro.	0	0	0	0	0	0

Go	0	0	0	0	0	0
tsaya	0	0	0	0	1	0
karolo	1	0	0	0	0	0
mo	0	0	0	0	0	0
mmusong	0	0	0	0	0	1
le	0	0	0	1	0	0
mo	0	0	0	1	0	0
setšhabeng	0	0	0	0	0	1
se	0	0	0	0	0	0
se	0	0	1	0	0	0
tlhabologileng.	0	0	0	0	0	0

Go	0	0	0	0	0	0
netefatsa	0	0	0	0	0	0
gore	0	0	0	0	0	1
go	0	0	0	1	0	0
na	0	0	0	1	0	0
le	0	0	0	1	0	0
motheo	1	0	0	0	1	0
o	0	0	0	0	0	0
o	0	0	0	0	0	0
lolameng	0	0	1	0	0	0
wa	0	0	0	0	0	0
saense.	0	0	0	0	0	1

Le	0	0	0	1	0	0
go	0	0	0	1	0	0
o	0	0	0	1	0	0
fetola	0	0	0	0	0	0
go	0	0	0	0	0	0
tlhola	0	0	0	0	0	1
ditiro	1	0	0	0	0	0
le	0	0	0	0	0	0
kgolo	0	0	0	0	0	1
ke	0	0	0	0	0	0
kgwetlho	0	0	0	0	1	0
e	0	0	0	0	0	0
kgolo.	0	0	1	0	0	0

Se	0	0	0	1	0	1
se	0	0	0	0	0	0
rotloetsa	0	0	0	0	0	0
setšhaba	0	0	0	0	0	1
go	0	0	0	0	0	0
nna	0	0	0	0	0	0
le	0	0	0	0	0	0
seabe	1	0	0	0	0	0
ka	0	0	0	0	0	0
botlalo	0	0	1	0	1	0
mo	0	0	0	0	0	0
go	0	0	0	0	0	0
tlhopheng.	0	0	0	0	0	1

Le	0	0	0	1	0	0
go	0	0	0	0	0	0
tlhagisa	1	0	0	0	1	0
mananeo	0	0	0	0	0	0
a	0	0	0	1	0	1
a	0	0	1	0	0	0
tshwanetseng	0	0	0	0	0	1
go	0	0	0	0	0	0
gasiwa.	0	0	0	0	0	0

Go	0	0	0	0	0	0
tlhokagala	0	0	0	0	1	0
ga	0	0	0	0	0	0
bogodimo	1	0	1	0	0	0
jwa	0	0	0	1	0	1
molomo	0	0	0	0	0	0
jo	0	0	0	0	0	1
bo	0	0	0	0	0	0
thata.	0	0	0	0	0	0

Go	0	0	0	1	0	0
kaya	0	0	0	1	0	1
gore	0	0	0	0	0	0
thoba	0	0	0	0	0	1
e	0	0	0	1	0	0
tla	0	0	0	1	0	0
kgoromelediwa	0	0	1	0	0	1
ka	0	0	0	0	0	0
tlhamalalo	0	0	0	0	1	0
ka	1	0	0	0	0	0
mo	0	0	0	0	0	0
phatlheng.	0	0	0	0	0	1

Difenitšhara,	0	0	0	1	0	1
dijana	0	0	0	0	0	1
le	0	0	0	0	0	0
tse	0	0	0	0	0	0
dingwe	0	0	0	0	0	0
tsotlhe	0	0	1	0	1	0
e	0	0	0	0	0	0
ne	0	0	0	0	0	0
e	0	0	0	0	0	0
le	1	0	0	0	0	0
tsa	0	0	0	0	0	0
kereke.	0	0	0	0	0	0

Mme	0	0	0	1	0	1
o	0	0	0	0	0	0
ne	0	0	0	0	0	0
a	0	0	0	0	0	0
tshwanelwa	0	0	0	1	1	0
ke	0	0	0	0	0	0
go	0	0	0	0	0	0
di	0	0	0	0	0	0
lesa	0	0	1	0	0	1
di	1	0	0	0	0	0
ntse	0	0	0	0	0	0
fela	0	0	0	0	0	1
jalo.	0	0	0	0	0	1

Mokopi	1	0	0	1	0	0
o	0	0	0	1	0	0
tshwanetse	0	0	0	1	0	0
go	0	0	0	0	0	0
supa	0	0	1	0	1	0
gore	0	0	0	0	0	0
o	0	0	0	0	0	0
batla	0	0	0	0	0	0
khopi	0	0	0	0	0	1
ya	0	0	0	0	0	0
rekoto.	0	0	0	0	0	0

Kgotsa	0	0	1	0	1	0
o	0	0	0	1	0	0
batla	0	0	0	1	0	0
go	0	0	0	0	0	0
e	0	0	0	0	0	0
bona	0	0	0	0	0	1
kwa	0	0	0	0	0	0
dikantorong	1	0	0	0	0	0
tsa	0	0	0	0	0	1
lefapha	0	0	0	0	0	0
la	0	0	0	0	0	0
puso.	0	0	0	0	0	0

Go	0	0	0	1	0	0
tiisa	0	0	0	1	0	0
gore	0	0	0	0	0	1
thulaganyo	1	0	0	0	1	0
le	0	0	0	0	0	0
tsamaiso	0	0	0	0	0	0
ya	0	0	0	0	0	0
kopano	0	0	0	0	0	0
di	0	0	0	0	0	0
tsamaya	0	0	0	0	0	1
ka	0	0	0	0	0	0
mokgwa	0	0	0	0	0	0
o	0	0	0	0	0	0
o	0	0	0	0	0	0
rulagantsweng	0	0	1	0	0	0
sentle.	0	0	0	0	0	1

e	0	0	0	1	0	1
bile	0	0	0	1	1	0
o	0	0	0	0	0	0
sa	0	0	1	0	0	0
kgoreletsege.	1	0	0	0	0	0

Baeng	0	0	0	0	0	0
ba	0	0	0	0	0	0
ba	0	0	0	0	0	0
etelang	0	0	1	0	1	0
bonno	1	0	0	0	0	1
jwa	0	0	0	0	0	0
gago	0	0	0	0	0	0
e	0	0	0	1	0	1
kete	0	0	0	1	0	1
ka	0	0	0	1	0	0
mabaka	0	0	0	0	0	0
a	0	0	0	0	0	0
a	0	0	0	0	0	0
utlwalang.	0	0	0	0	0	0

Mme	0	0	0	0	0	0
ba	0	0	0	1	0	0
leka	0	0	0	0	0	0
go	0	0	0	0	0	0
bona	0	0	0	0	0	0
dilo	0	0	0	0	0	0
dingwe	0	0	0	0	0	1
ka	0	0	1	0	0	0
bokhukhuntshwane.	1	0	0	0	1	0

Tirego	0	0	0	0	0	0
e	0	0	0	1	0	0
mo	0	0	0	1	0	0
mannong	0	0	0	0	0	0
go	0	0	0	0	0	0
tlhabolola	1	0	0	0	0	1
mokgwa	0	0	0	0	0	0
wa	0	0	0	0	0	0
thomelo	0	0	1	0	1	0
le	0	0	0	0	0	0
sepalangwa.	0	0	0	0	0	0

kwa	0	0	0	0	0	0
batho	0	0	0	0	1	0
ba	0	0	0	0	0	0
ba	0	0	0	0	0	0
lwalelang	0	0	0	0	0	0
loso	0	0	0	0	0	1
ba	0	0	0	1	0	1
ba	1	0	0	1	0	0
tlhokang	0	0	1	0	0	0
bolao.	0	0	0	0	0	0

Go	0	0	0	0	0	0
na	0	0	0	1	0	0
le	0	0	0	1	0	0
mafoko	0	0	0	0	0	1
le	0	0	0	0	0	0
matshwao	0	0	0	0	1	0
a	0	0	0	0	0	0
a	0	0	1	0	0	0
dirisiwang	1	0	0	0	0	0
gantsi.	0	0	0	0	0	1

ke	0	0	0	0	0	0
setlhopha	0	0	0	0	0	1
sa	0	0	0	0	0	0
batho	0	0	0	0	0	0
se	0	0	0	1	0	0
e	0	0	0	1	0	0
leng	0	0	1	0	0	1
sona	0	0	0	0	1	0
se	0	0	0	0	0	0
tlhaloganyang	1	0	0	0	0	0
bokao	0	0	0	0	0	0
jwa	0	0	0	0	0	1
ona.	0	0	0	0	0	1

Netefatsa	0	0	1	0	0	1
tsamaiso	0	0	0	0	0	0
eee	0	0	0	0	0	0
bokgoni	1	0	0	0	0	0
gape	0	0	0	0	0	1
e	0	0	0	0	0	0
siame	0	0	0	0	0	0
le	0	0	0	0	0	0
ditiro	0	0	0	0	0	0
tsa	0	0	0	0	0	0
thapo	0	0	0	0	1	0
tse	0	0	0	0	0	0
di	0	0	0	0	0	0
tlholang	0	0	0	0	0	1
kemedi.	0	0	0	0	0	0

ka	0	0	0	0	0	0
bophara	1	0	1	0	1	0
ya	0	0	0	0	0	0
lotso	0	0	0	0	0	1
le	0	0	0	0	0	0
ya	0	0	0	0	0	0
bong.	0	0	0	1	0	1

Mokgwa	0	0	0	1	0	0
wa	0	0	0	0	0	0
taolo	0	0	0	0	1	0
e	0	0	0	0	0	0
e	0	0	0	0	0	0
patelediwang	0	0	1	0	0	0
ke	0	0	0	0	0	0
motho	0	0	0	0	0	0
